CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,complex_word_count,word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_whole_report
6201,AMR CORP,200902,19-02-09,10-K,edgar/data/6201/0000006201-09-000009.txt,636,2452,-0.588082901,70.36339523,0.337731368,28.28045064,26877,79581,319,797,0.007991857,0.030811375,0.004008494,0.010014953,797
6201,AMR CORP,200904,16-04-09,10-Q,edgar/data/6201/0000006201-09-000016.txt,56,309,-0.693150683,106.1830986,0.322721846,42.60232818,2433,7539,87,92,0.007428041,0.040986868,0.011539992,0.01220321,92
6201,AMR CORP,200907,15-07-09,10-Q,edgar/data/6201/0000006201-09-000029.txt,168,781,-0.645943097,111.984456,0.327164207,44.92464807,7071,21613,168,292,0.0077731,0.036135659,0.0077731,0.013510387,292
6201,AMR CORP,200910,21-10-09,10-Q,edgar/data/6201/0000006201-09-000038.txt,135,591,-0.628099173,62.25757576,0.396365701,25.06157658,4886,12327,178,174,0.01095157,0.047943539,0.014439847,0.014115357,174
6201,AMR CORP,200911,06-11-09,10-Q/A,edgar/data/6201/0000006201-09-000040.txt,4,74,-0.897435886,48.21428571,0.425185185,19.45578836,861,2025,12,28,0.001975309,0.03654321,0.005925926,0.01382716,28
6201,AMR CORP,201002,17-02-10,10-K,edgar/data/6201/0000006201-10-000006.txt,339,1661,-0.661,61.95529061,0.419777735,24.95002734,17451,41572,374,420,0.008154527,0.039954777,0.00899644,0.010102954,420
6201,AMR CORP,201004,21-04-10,10-Q,edgar/data/6201/0000006201-10-000013.txt,82,358,-0.627272726,101.8630137,0.402097902,40.90604464,2990,7436,88,88,0.011027434,0.048144164,0.01183432,0.01183432,88
6201,AMR CORP,201007,21-07-10,10-Q,edgar/data/6201/0000950123-10-066894.txt,182,4445,-0.921331316,19.71761518,0.137922978,7.942215261,10035,72758,274,271,0.002501443,0.061092938,0.003765909,0.003724676,271
6201,AMR CORP,201010,20-10-10,10-Q,edgar/data/6201/0000950123-10-094605.txt,178,4287,-0.920268757,45.62897527,0.157864168,18.31473577,8154,51652,217,249,0.00344614,0.082997754,0.004201193,0.004820723,249
6260,ANACOMP INC,199402,14-02-94,10-Q,edgar/data/6260/0000006260-94-000014.txt,7,12,-0.263157881,2.311435523,0.278947368,1.036153157,530,1900,10,6,0.003684211,0.006315789,0.005263158,0.003157895,6
6260,ANACOMP INC,199405,12-05-94,10-Q,edgar/data/6260/0000006260-94-000016.txt,7,12,-0.263157881,2.185006046,0.291090205,0.9904385,526,1807,12,6,0.003873824,0.006640841,0.006640841,0.003320421,6
6260,ANACOMP INC,199712,29-12-97,10-K,edgar/data/6260/0000006260-97-000011.txt,166,451,-0.461912479,21.0178117,0.424455206,8.576906764,7012,16520,129,168,0.010048426,0.027300242,0.007808717,0.010169492,168
6260,ANACOMP INC,199802,17-02-98,10-Q,edgar/data/6260/0000006260-98-000001.txt,32,167,-0.678391956,20.1025641,0.431335034,8.213559655,2029,4704,20,56,0.006802721,0.035501701,0.004251701,0.011904762,56
6260,ANACOMP INC,199805,13-05-98,10-Q,edgar/data/6260/0000006260-98-000003.txt,29,64,-0.376344082,22.19685039,0.369989358,9.026735901,1043,2819,24,26,0.010287336,0.022703086,0.008513657,0.009223129,26
6260,ANACOMP INC,199808,14-08-98,10-Q,edgar/data/6260/0000914121-98-000672.txt,30,110,-0.571428567,23.17391304,0.383007237,9.422768112,1429,3731,35,40,0.00804074,0.029482712,0.009380863,0.010720986,40
6260,ANACOMP INC,199812,29-12-98,10-K405,edgar/data/6260/0001047469-98-045227.txt,164,351,-0.363106795,20.13428944,0.421355954,8.222258157,6507,15443,145,137,0.010619698,0.022728744,0.009389367,0.008871333,137
6260,ANACOMP INC,199902,11-02-99,10-Q,edgar/data/6260/0000006260-99-000005.txt,14,63,-0.636363628,21.58646617,0.408568443,8.798013843,1173,2871,41,26,0.00487635,0.021943574,0.014280738,0.009056078,26
6260,ANACOMP INC,199905,17-05-99,10-Q,edgar/data/6260/0000006260-99-000007.txt,57,225,-0.595744679,19.71538462,0.424892704,8.056110928,3267,7689,71,74,0.007413188,0.029262583,0.009233971,0.009624138,74
6260,ANACOMP INC,199908,13-08-99,10-Q,edgar/data/6260/0000006260-99-000010.txt,30,148,-0.662921345,22.18478261,0.411562959,9.038538227,1680,4082,54,29,0.007349339,0.036256737,0.013228809,0.007104361,29
11860,BETHLEHEM STEEL CORP /DE/,199811,12-11-98,10-Q,edgar/data/11860/0000011860-98-000022.txt,96,240,-0.428571427,23.61983471,0.414275717,9.613644171,2368,5716,36,36,0.016794962,0.041987404,0.006298111,0.006298111,36
11860,BETHLEHEM STEEL CORP /DE/,199903,24-03-99,10-K405,edgar/data/11860/0001021408-99-000543.txt,394,1016,-0.441134751,23.27282668,0.373608044,9.45857389,15903,42566,132,391,0.009256214,0.023868815,0.003101067,0.009185735,391
11860,BETHLEHEM STEEL CORP /DE/,199905,14-05-99,10-Q,edgar/data/11860/0000011860-99-000025.txt,13,47,-0.566666657,8.510288066,0.343810445,3.541639404,711,2068,19,8,0.006286267,0.022727273,0.009187621,0.003868472,8
11860,BETHLEHEM STEEL CORP /DE/,199906,29-06-99,10-K/A,edgar/data/11860/0000011860-99-000030.txt,20,16,0.111111108,22.20535714,0.398472055,9.041531679,991,2487,19,14,0.008041817,0.006433454,0.007639727,0.005629272,14
11860,BETHLEHEM STEEL CORP /DE/,199908,05-08-99,10-Q,edgar/data/11860/0000011860-99-000035.txt,19,68,-0.563218384,11.45098039,0.348030822,4.719604486,813,2336,29,11,0.008133562,0.029109589,0.012414384,0.004708904,11
11860,BETHLEHEM STEEL CORP /DE/,199911,02-11-99,10-Q,edgar/data/11860/0000011860-99-000042.txt,62,254,-0.607594935,15.48976109,0.389115346,6.351550575,3532,9077,43,86,0.006830451,0.027982814,0.004737248,0.009474496,86
11860,BETHLEHEM STEEL CORP /DE/,200003,09-03-00,10-K,edgar/data/11860/0000011860-00-000019.txt,699,1684,-0.413344524,22.87896254,0.421353445,9.320126392,26761,63512,224,1242,0.011005794,0.026514674,0.003526893,0.01955536,1242
11860,BETHLEHEM STEEL CORP /DE/,200005,03-05-00,10-Q,edgar/data/11860/0000011860-00-000022.txt,17,30,-0.276595739,7.283505155,0.343949045,3.05098168,486,1413,5,9,0.012031139,0.021231423,0.00353857,0.006369427,9
11860,BETHLEHEM STEEL CORP /DE/,200006,28-06-00,10-K/A,edgar/data/11860/0000011860-00-000025.txt,18,16,0.058823528,19.39655172,0.406666667,7.921287356,915,2250,22,16,0.008,0.007111111,0.009777778,0.007111111,16
11860,BETHLEHEM STEEL CORP /DE/,200007,26-07-00,10-Q,edgar/data/11860/0000011860-00-000028.txt,32,31,0.015873016,10.49693252,0.359438925,4.342548576,615,1711,14,9,0.018702513,0.01811806,0.00818235,0.005260082,9
11860,BETHLEHEM STEEL CORP /DE/,200010,25-10-00,10-Q,edgar/data/11860/0000011860-00-000038.txt,23,67,-0.488888883,9.059405941,0.356284153,3.766276037,652,1830,15,11,0.012568306,0.036612022,0.008196721,0.006010929,11
12239,SPHERIX INC,200704,02-04-07,10-K,edgar/data/12239/0001104659-07-024804.txt,136,197,-0.183183183,107.1037037,0.303547963,42.96290067,4389,14459,116,118,0.009405906,0.013624732,0.008022685,0.008161007,118
12239,SPHERIX INC,200705,16-05-07,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,0,3,-0.999999667,52.5,0.228571429,21.09142857,96,420,2,2,0,0.007142857,0.004761905,0.004761905,2
12239,SPHERIX INC,200705,18-05-07,10-Q,edgar/data/12239/0001104659-07-041441.txt,16,56,-0.555555548,293.1,0.328215626,117.3712863,962,2931,46,21,0.005458888,0.019106107,0.015694302,0.00716479,21
12239,SPHERIX INC,200705,23-05-07,10-K/A,edgar/data/12239/0001104659-07-042333.txt,136,204,-0.199999999,105.3430657,0.303284368,42.25854002,4377,14432,114,119,0.009423503,0.014135255,0.007899113,0.008245565,119
12239,SPHERIX INC,200708,14-08-07,10-Q,edgar/data/12239/0001104659-07-062470.txt,23,87,-0.581818177,288.2142857,0.320446097,115.4138927,1293,4035,48,32,0.005700124,0.021561338,0.011895911,0.007930607,32
